Date,Vessel,TagID,ImageID,AnglerID,Species,Algorithm_Estimate_mm,Adjusted_Estimate_mm,Scientist_Hand_Measured_TL_mm,Algorithm_Total_Error_mm,Adjusted_Total_Error_mm,Algorithm_Percent_Error,Adjusted_Percent_Error,Include
3/2/20,Outer Limits,20796,334,3,Speckled Rockfish,270.20,246.70,229.00,41.20,17.70,17.99,7.73,yes
3/2/20,Outer Limits,20796,403,2,Speckled Rockfish,290.10,278.20,229.00,61.10,49.20,26.68,21.48,yes
3/2/20,Outer Limits,20796,408,6,Speckled Rockfish,267.30,267.30,229.00,38.30,38.30,16.72,16.72,yes
3/2/20,Outer Limits,20796,85,8,Speckled Rockfish,311.10,282.40,229.00,82.10,53.40,35.85,23.32,no
3/2/20,Outer Limits,20796,203,7,Speckled Rockfish,58488.10,279.40,229.00,58259.10,50.40,25440.66,22.01,no
3/2/20,Outer Limits,20796,136,5,Speckled Rockfish,281.40,281.40,229.00,52.40,52.40,22.88,22.88,yes
3/2/20,Outer Limits,20798,342,12,Rosy Rockfish,211.10,211.10,171.00,40.10,40.10,23.45,23.45,yes
3/2/20,Outer Limits,20798,32,7,Rosy Rockfish,57440.50,192.70,171.00,57269.50,21.70,33490.94,12.69,no
3/2/20,Outer Limits,20798,298,8,Rosy Rockfish,188.90,193.90,171.00,17.90,22.90,10.47,13.39,yes
3/2/20,Outer Limits,20798,207,11,Rosy Rockfish,222.40,205.60,171.00,51.40,34.60,30.06,20.23,yes
3/2/20,Outer Limits,20798,361,1,Rosy Rockfish,213.80,193.70,171.00,42.80,22.70,25.03,13.27,yes
3/2/20,Outer Limits,20798,161,2,Rosy Rockfish,194.60,195.00,171.00,23.60,24.00,13.80,14.04,yes
3/2/20,Outer Limits,20798,173,12,Rosy Rockfish,329.60,328.20,171.00,158.60,157.20,92.75,91.93,yes
3/2/20,Outer Limits,20798,302,2,Rosy Rockfish,177.30,176.00,171.00,6.30,5.00,3.68,2.92,yes
3/2/20,Outer Limits,20798,84,2,Rosy Rockfish,192.90,192.90,171.00,21.90,21.90,12.81,12.81,yes
3/2/20,Outer Limits,20798,91,5,Rosy Rockfish,193.00,193.00,171.00,22.00,22.00,12.87,12.87,yes
3/2/20,Outer Limits,20798,83,6,Rosy Rockfish,189.20,194.40,171.00,18.20,23.40,10.64,13.68,yes
3/2/20,Outer Limits,20798,112,2,Rosy Rockfish,175.40,175.80,171.00,4.40,4.80,2.57,2.81,yes
3/2/20,Outer Limits,20799,121,8,Greenstriped Rockfish,225.00,231.00,203.00,22.00,28.00,10.84,13.79,yes
3/2/20,Outer Limits,20799,427,6,Greenstriped Rockfish,489.30,243.60,203.00,286.30,40.60,141.03,20.00,no
3/2/20,Outer Limits,20799,371,11,Greenstriped Rockfish,240.30,247.30,203.00,37.30,44.30,18.37,21.82,yes
3/2/20,Outer Limits,20799,188,2,Greenstriped Rockfish,186.50,247.90,203.00,-16.50,44.90,-8.13,22.12,no
3/2/20,Outer Limits,20799,267,1,Greenstriped Rockfish,225.00,225.80,203.00,22.00,22.80,10.84,11.23,yes
3/2/20,Outer Limits,20799,340,5,Greenstriped Rockfish,266.80,226.00,203.00,63.80,23.00,31.43,11.33,no
3/2/20,Outer Limits,20799,143,10,Greenstriped Rockfish,240.30,243.00,203.00,37.30,40.00,18.37,19.70,yes
3/2/20,Outer Limits,20799,118,12,Greenstriped Rockfish,239.70,250.60,203.00,36.70,47.60,18.08,23.45,yes
3/2/20,Outer Limits,20799,422,2,Greenstriped Rockfish,241.50,247.70,203.00,38.50,44.70,18.97,22.02,yes
3/2/20,Outer Limits,20800,69,2,Greenstriped Rockfish,228.80,240.10,202.00,26.80,38.10,13.27,18.86,yes
3/2/20,Outer Limits,20800,14,8,Greenstriped Rockfish,260.20,232.20,202.00,58.20,30.20,28.81,14.95,no
3/2/20,Outer Limits,20800,178,10,Greenstriped Rockfish,177.70,260.60,202.00,-24.30,58.60,-12.03,29.01,no
3/2/20,Outer Limits,20800,224,6,Greenstriped Rockfish,546.60,247.30,202.00,344.60,45.30,170.59,22.43,no
3/2/20,Outer Limits,20800,2,12,Greenstriped Rockfish,215.40,220.10,202.00,13.40,18.10,6.63,8.96,yes
3/2/20,Outer Limits,20800,150,2,Greenstriped Rockfish,238.70,242.70,202.00,36.70,40.70,18.17,20.15,yes
3/2/20,Outer Limits,20800,177,5,Greenstriped Rockfish,292.60,228.10,202.00,90.60,26.10,44.85,12.92,yes
3/2/20,Outer Limits,20800,297,11,Greenstriped Rockfish,219.80,215.20,202.00,17.80,13.20,8.81,6.53,yes
3/2/20,Outer Limits,24435,303,1,Vermillion Rockfish,311.80,307.60,273.00,38.80,34.60,14.21,12.67,yes
3/2/20,Outer Limits,24435,343,11,Vermillion Rockfish,355.80,308.70,273.00,82.80,35.70,30.33,13.08,yes
3/2/20,Outer Limits,24435,460,6,Vermillion Rockfish,397.40,328.90,273.00,124.40,55.90,45.57,20.48,no
3/2/20,Outer Limits,24435,339,12,Vermillion Rockfish,315.00,308.80,273.00,42.00,35.80,15.38,13.11,yes
3/2/20,Outer Limits,24435,93,2,Vermillion Rockfish,307.70,307.70,273.00,34.70,34.70,12.71,12.71,yes
3/2/20,Outer Limits,24435,424,10,Vermillion Rockfish,333.80,328.60,273.00,60.80,55.60,22.27,20.37,yes
3/2/20,Outer Limits,24435,338,5,Vermillion Rockfish,188.40,316.00,273.00,-84.60,43.00,-30.99,15.75,no
3/2/20,Outer Limits,24436,336,5,Vermillion Rockfish,332.90,347.50,296.00,36.90,51.50,12.47,17.40,yes
3/2/20,Outer Limits,24436,57,2,Vermillion Rockfish,329.70,366.40,296.00,33.70,70.40,11.39,23.78,yes
3/2/20,Outer Limits,24436,89,2,Vermillion Rockfish,356.60,358.50,296.00,60.60,62.50,20.47,21.11,yes
3/2/20,Outer Limits,24436,463,1,Vermillion Rockfish,358.50,361.00,296.00,62.50,65.00,21.11,21.96,yes
3/2/20,Outer Limits,24436,43,11,Vermillion Rockfish,1069.00,337.30,296.00,773.00,41.30,261.15,13.95,no
3/2/20,Outer Limits,24436,76,8,Vermillion Rockfish,236.20,360.10,296.00,-59.80,64.10,-20.20,21.66,yes
3/2/20,Outer Limits,24436,413,8,Vermillion Rockfish,213.90,342.80,296.00,-82.10,46.80,-27.74,15.81,yes
3/2/20,Outer Limits,24437,271,5,Bocaccio,168.60,372.20,307.00,-138.40,65.20,-45.08,21.24,no
3/2/20,Outer Limits,24437,252,6,Bocaccio,384.30,367.10,307.00,77.30,60.10,25.18,19.58,yes
3/2/20,Outer Limits,24437,265,11,Bocaccio,2226.10,338.10,307.00,1919.10,31.10,625.11,10.13,no
3/2/20,Outer Limits,24437,90,1,Bocaccio,333.30,335.10,307.00,26.30,28.10,8.57,9.15,yes
3/2/20,Outer Limits,24437,441,8,Bocaccio,7737.90,374.80,307.00,7430.90,67.80,2420.49,22.08,no
3/2/20,Outer Limits,24437,461,2,Bocaccio,310.50,346.20,307.00,3.50,39.20,1.14,12.77,yes
3/2/20,Outer Limits,24437,225,2,Bocaccio,347.40,343.60,307.00,40.40,36.60,13.16,11.92,yes
3/2/20,Outer Limits,24437,133,10,Bocaccio,324.10,330.50,307.00,17.10,23.50,5.57,7.65,yes
3/2/20,Outer Limits,24438,475,7,Bocaccio,338.90,337.40,307.00,31.90,30.40,10.39,9.90,yes
3/2/20,Outer Limits,24438,277,12,Bocaccio,299.60,299.60,307.00,-7.40,-7.40,-2.41,-2.41,yes
3/2/20,Outer Limits,24438,317,2,Bocaccio,369.20,369.20,307.00,62.20,62.20,20.26,20.26,yes
3/2/20,Outer Limits,24438,288,12,Bocaccio,311.00,302.80,307.00,4.00,-4.20,1.30,-1.37,yes
3/2/20,Outer Limits,24438,204,7,Bocaccio,340.00,319.10,307.00,33.00,12.10,10.75,3.94,yes
3/2/20,Outer Limits,24438,127,10,Bocaccio,2134.20,360.20,307.00,1827.20,53.20,595.18,17.33,no
3/2/20,Outer Limits,24438,469,8,Bocaccio,5113.00,406.50,307.00,4806.00,99.50,1565.47,32.41,no
3/2/20,Outer Limits,24438,18,1,Bocaccio,340.40,341.20,307.00,33.40,34.20,10.88,11.14,yes
3/2/20,Outer Limits,24438,364,11,Bocaccio,359.90,347.80,307.00,52.90,40.80,17.23,13.29,yes
3/2/20,Outer Limits,24438,238,2,Bocaccio,1478.30,360.90,307.00,1171.30,53.90,381.53,17.56,no
3/2/20,Outer Limits,24439,278,5,Halfbanded Rockfish,193.50,188.30,161.00,32.50,27.30,20.19,16.96,yes
3/2/20,Outer Limits,24439,284,10,Halfbanded Rockfish,260.50,179.30,161.00,99.50,18.30,61.80,11.37,yes
3/2/20,Outer Limits,24439,66,12,Halfbanded Rockfish,165.90,166.10,161.00,4.90,5.10,3.04,3.17,yes
3/2/20,Outer Limits,24439,349,8,Halfbanded Rockfish,186.10,186.10,161.00,25.10,25.10,15.59,15.59,yes
3/2/20,Outer Limits,24439,454,6,Halfbanded Rockfish,183.80,182.80,161.00,22.80,21.80,14.16,13.54,yes
3/2/20,Outer Limits,24439,395,11,Halfbanded Rockfish,221.50,184.30,161.00,60.50,23.30,37.58,14.47,yes
3/2/20,Outer Limits,24439,194,1,Halfbanded Rockfish,178.50,178.00,161.00,17.50,17.00,10.87,10.56,yes
3/2/20,Outer Limits,24439,148,2,Halfbanded Rockfish,274.60,196.70,161.00,113.60,35.70,70.56,22.17,no
3/2/20,Outer Limits,24439,396,12,Halfbanded Rockfish,169.70,170.20,161.00,8.70,9.20,5.40,5.71,yes
3/2/20,Outer Limits,24439,138,2,Halfbanded Rockfish,192.50,193.00,161.00,31.50,32.00,19.57,19.88,yes
3/2/20,Outer Limits,24440,229,11,Vermillion Rockfish,316.80,384.00,350.00,-33.20,34.00,-9.49,9.71,yes
3/2/20,Outer Limits,24440,117,5,Vermillion Rockfish,668.80,383.10,350.00,318.80,33.10,91.09,9.46,no
3/2/20,Outer Limits,24440,363,10,Vermillion Rockfish,396.40,413.00,350.00,46.40,63.00,13.26,18.00,yes
3/2/20,Outer Limits,24440,38,2,Vermillion Rockfish,485.60,420.60,350.00,135.60,70.60,38.74,20.17,no
3/2/20,Outer Limits,24440,296,11,Vermillion Rockfish,353.20,383.20,350.00,3.20,33.20,0.91,9.49,yes
3/2/20,Outer Limits,24440,175,10,Vermillion Rockfish,158.80,409.20,350.00,-191.20,59.20,-54.63,16.91,yes
3/2/20,Outer Limits,24440,365,1,Vermillion Rockfish,117.00,381.70,350.00,-233.00,31.70,-66.57,9.06,yes
3/2/20,Outer Limits,24440,13,2,Vermillion Rockfish,358.50,399.10,350.00,8.50,49.10,2.43,14.03,yes
3/2/20,Outer Limits,24441,350,1,Starry Rockfish,256.70,256.70,245.00,11.70,11.70,4.78,4.78,yes
3/2/20,Outer Limits,24441,393,5,Starry Rockfish,288.20,286.20,245.00,43.20,41.20,17.63,16.82,yes
3/2/20,Outer Limits,24441,412,11,Starry Rockfish,262.40,257.40,245.00,17.40,12.40,7.10,5.06,yes
3/2/20,Outer Limits,24441,360,2,Starry Rockfish,301.80,272.60,245.00,56.80,27.60,23.18,11.27,yes
3/2/20,Outer Limits,24441,257,12,Starry Rockfish,2918.10,272.60,245.00,2673.10,27.60,1091.06,11.27,no
3/2/20,Outer Limits,24441,406,2,Starry Rockfish,304.10,282.20,245.00,59.10,37.20,24.12,15.18,yes
3/2/20,Outer Limits,24441,378,10,Starry Rockfish,142.70,241.50,245.00,-102.30,-3.50,-41.76,-1.43,yes
3/2/20,Outer Limits,24441,23,10,Starry Rockfish,187.30,244.10,245.00,-57.70,-0.90,-23.55,-0.37,yes
3/2/20,Outer Limits,24441,205,11,Starry Rockfish,268.90,259.20,245.00,23.90,14.20,9.76,5.80,yes
3/2/20,Outer Limits,24441,24,7,Starry Rockfish,265.00,265.00,245.00,20.00,20.00,8.16,8.16,yes
3/2/20,Outer Limits,24441,449,8,Starry Rockfish,960.50,282.10,245.00,715.50,37.10,292.04,15.14,no
3/2/20,Outer Limits,24441,402,10,Starry Rockfish,248.90,252.80,245.00,3.90,7.80,1.59,3.18,yes
3/2/20,Outer Limits,24442,308,5,Speckled Rockfish,248.60,264.50,223.00,25.60,41.50,11.48,18.61,yes
3/2/20,Outer Limits,24442,261,11,Speckled Rockfish,262.50,262.50,223.00,39.50,39.50,17.71,17.71,yes
3/2/20,Outer Limits,24442,134,9,Speckled Rockfish,248.10,242.10,223.00,25.10,19.10,11.26,8.57,yes
3/2/20,Outer Limits,24442,115,6,Speckled Rockfish,276.80,280.10,223.00,53.80,57.10,24.13,25.61,yes
3/2/20,Outer Limits,24442,130,10,Speckled Rockfish,227.30,261.10,223.00,4.30,38.10,1.93,17.09,yes
3/2/20,Outer Limits,24442,227,2,Speckled Rockfish,288.10,248.20,223.00,65.10,25.20,29.19,11.30,yes
3/2/20,Outer Limits,24442,407,9,Speckled Rockfish,259.50,230.70,223.00,36.50,7.70,16.37,3.45,yes
3/2/20,Outer Limits,24442,415,9,Speckled Rockfish,260.50,234.90,223.00,37.50,11.90,16.82,5.34,yes
3/2/20,Outer Limits,24442,352,1,Speckled Rockfish,244.50,244.50,223.00,21.50,21.50,9.64,9.64,yes
3/2/20,Outer Limits,24442,420,8,Speckled Rockfish,287.80,257.20,223.00,64.80,34.20,29.06,15.34,no
3/2/20,Outer Limits,24443,42,5,Speckled Rockfish,156.00,278.00,255.00,-99.00,23.00,-38.82,9.02,yes
3/2/20,Outer Limits,24443,54,2,Speckled Rockfish,291.30,292.80,255.00,36.30,37.80,14.24,14.82,yes
3/2/20,Outer Limits,24443,471,6,Speckled Rockfish,287.90,287.90,255.00,32.90,32.90,12.90,12.90,yes
3/2/20,Outer Limits,24443,187,8,Speckled Rockfish,258.70,250.40,255.00,3.70,-4.60,1.45,-1.80,yes
3/2/20,Outer Limits,24443,383,8,Speckled Rockfish,266.40,260.60,255.00,11.40,5.60,4.47,2.20,yes
3/2/20,Outer Limits,24443,316,2,Speckled Rockfish,295.90,295.70,255.00,40.90,40.70,16.04,15.96,yes
3/2/20,Outer Limits,24443,272,8,Speckled Rockfish,319.70,330.00,255.00,64.70,75.00,25.37,29.41,yes
3/2/20,Outer Limits,24443,106,11,Speckled Rockfish,351.10,299.80,255.00,96.10,44.80,37.69,17.57,no
3/2/20,Outer Limits,24443,326,12,Speckled Rockfish,285.20,292.70,255.00,30.20,37.70,11.84,14.78,yes
3/2/20,Outer Limits,24443,22,10,Speckled Rockfish,297.10,299.60,255.00,42.10,44.60,16.51,17.49,yes
3/2/20,Outer Limits,24443,256,1,Speckled Rockfish,279.90,280.60,255.00,24.90,25.60,9.76,10.04,yes
3/2/20,Outer Limits,24444,369,2,Vermillion Rockfish,354.20,425.00,360.00,-5.80,65.00,-1.61,18.06,yes
3/2/20,Outer Limits,24444,368,10,Vermillion Rockfish,189.60,381.80,360.00,-170.40,21.80,-47.33,6.06,yes
3/2/20,Outer Limits,24444,97,10,Vermillion Rockfish,179.20,377.70,360.00,-180.80,17.70,-50.22,4.92,yes
3/2/20,Outer Limits,24444,240,2,Vermillion Rockfish,514.90,447.40,360.00,154.90,87.40,43.03,24.28,no
3/2/20,Outer Limits,24444,102,8,Vermillion Rockfish,480.30,486.60,360.00,120.30,126.60,33.42,35.17,no
3/2/20,Outer Limits,24444,293,11,Vermillion Rockfish,405.60,405.60,360.00,45.60,45.60,12.67,12.67,yes
3/2/20,Outer Limits,24444,459,2,Vermillion Rockfish,362.90,441.80,360.00,2.90,81.80,0.81,22.72,yes
3/2/20,Outer Limits,24444,478,6,Vermillion Rockfish,423.70,417.30,360.00,63.70,57.30,17.69,15.92,yes
3/2/20,Outer Limits,24444,80,5,Vermillion Rockfish,6483.70,397.20,360.00,6123.70,37.20,1701.03,10.33,no
3/2/20,Outer Limits,24444,445,1,Vermillion Rockfish,218.00,406.60,360.00,-142.00,46.60,-39.44,12.94,yes
3/2/20,Outer Limits,24445,218,2,Bocaccio,407.50,417.00,373.00,34.50,44.00,9.25,11.80,yes
3/2/20,Outer Limits,24445,391,7,Bocaccio,410.50,427.20,373.00,37.50,54.20,10.05,14.53,yes
3/2/20,Outer Limits,24445,259,10,Bocaccio,402.00,396.20,373.00,29.00,23.20,7.77,6.22,yes
3/2/20,Outer Limits,24445,341,2,Bocaccio,401.90,412.90,373.00,28.90,39.90,7.75,10.70,yes
3/2/20,Outer Limits,24445,318,8,Bocaccio,445.10,448.10,373.00,72.10,75.10,19.33,20.13,yes
3/2/20,Outer Limits,24445,443,11,Bocaccio,505.20,429.70,373.00,132.20,56.70,35.44,15.20,no
3/2/20,Outer Limits,24445,123,6,Bocaccio,381.10,377.90,373.00,8.10,4.90,2.17,1.31,yes
3/2/20,Outer Limits,24445,462,1,Bocaccio,379.20,383.20,373.00,6.20,10.20,1.66,2.73,yes
3/2/20,Outer Limits,24445,157,6,Bocaccio,484.30,410.60,373.00,111.30,37.60,29.84,10.08,no
3/2/20,Outer Limits,24445,426,5,Bocaccio,438.70,451.70,373.00,65.70,78.70,17.61,21.10,yes
3/2/20,Outer Limits,24445,163,6,Bocaccio,371.00,385.00,373.00,-2.00,12.00,-0.54,3.22,yes
3/2/20,Outer Limits,24446,195,12,Bocaccio,336.20,362.70,347.00,-10.80,15.70,-3.11,4.52,yes
3/2/20,Outer Limits,24446,168,2,Bocaccio,385.30,388.90,347.00,38.30,41.90,11.04,12.07,yes
3/2/20,Outer Limits,24446,119,10,Bocaccio,347.50,347.50,347.00,0.50,0.50,0.14,0.14,yes
3/2/20,Outer Limits,24446,305,11,Bocaccio,426.90,414.90,347.00,79.90,67.90,23.03,19.57,yes
3/2/20,Outer Limits,24446,476,6,Bocaccio,401.20,401.20,347.00,54.20,54.20,15.62,15.62,yes
3/2/20,Outer Limits,24446,467,8,Bocaccio,437.60,429.20,347.00,90.60,82.20,26.11,23.69,no
3/2/20,Outer Limits,24446,439,1,Bocaccio,360.10,383.60,347.00,13.10,36.60,3.78,10.55,yes
3/2/20,Outer Limits,24446,208,10,Bocaccio,344.00,344.10,347.00,-3.00,-2.90,-0.86,-0.84,yes
3/2/20,Outer Limits,24446,21,5,Bocaccio,332.00,363.60,347.00,-15.00,16.60,-4.32,4.78,yes
3/2/20,Outer Limits,24446,414,5,Bocaccio,428.90,428.90,347.00,81.90,81.90,23.60,23.60,yes
3/2/20,Outer Limits,24446,247,2,Bocaccio,386.20,390.20,347.00,39.20,43.20,11.30,12.45,yes
3/2/20,Outer Limits,24447,295,12,Bocaccio,1195.60,364.70,310.00,885.60,54.70,285.68,17.65,no
3/2/20,Outer Limits,24447,377,11,Bocaccio,291.40,349.80,310.00,-18.60,39.80,-6.00,12.84,yes
3/2/20,Outer Limits,24447,473,4,Bocaccio,327.70,336.00,310.00,17.70,26.00,5.71,8.39,yes
3/2/20,Outer Limits,24447,62,10,Bocaccio,313.50,375.50,310.00,3.50,65.50,1.13,21.13,yes
3/2/20,Outer Limits,24447,26,5,Bocaccio,343.80,330.90,310.00,33.80,20.90,10.90,6.74,yes
3/2/20,Outer Limits,24447,219,2,Bocaccio,377.20,376.20,310.00,67.20,66.20,21.68,21.35,yes
3/2/20,Outer Limits,24447,159,10,Bocaccio,357.90,334.80,310.00,47.90,24.80,15.45,8.00,yes
3/2/20,Outer Limits,24447,9,1,Bocaccio,347.70,346.40,310.00,37.70,36.40,12.16,11.74,yes
3/2/20,Outer Limits,24447,189,11,Bocaccio,802.70,344.20,310.00,492.70,34.20,158.94,11.03,no
3/2/20,Outer Limits,24447,254,6,Bocaccio,406.80,357.30,310.00,96.80,47.30,31.23,15.26,yes
3/2/20,Outer Limits,24447,165,2,Bocaccio,365.90,365.90,310.00,55.90,55.90,18.03,18.03,yes
3/2/20,Outer Limits,24447,59,7,Bocaccio,1214.20,362.00,310.00,904.20,52.00,291.68,16.77,no
3/2/20,Outer Limits,24447,206,11,Bocaccio,366.70,351.90,310.00,56.70,41.90,18.29,13.52,yes
3/2/20,Outer Limits,24447,434,4,Bocaccio,321.60,326.10,310.00,11.60,16.10,3.74,5.19,yes
3/2/20,Outer Limits,24448,314,11,Bocaccio,467.30,467.30,390.00,77.30,77.30,19.82,19.82,yes
3/2/20,Outer Limits,24448,110,5,Bocaccio,441.30,441.30,390.00,51.30,51.30,13.15,13.15,yes
3/2/20,Outer Limits,24448,335,2,Bocaccio,457.30,463.90,390.00,67.30,73.90,17.26,18.95,yes
3/2/20,Outer Limits,24448,17,2,Bocaccio,495.10,458.00,390.00,105.10,68.00,26.95,17.44,yes
3/2/20,Outer Limits,24448,244,1,Bocaccio,469.30,470.20,390.00,79.30,80.20,20.33,20.56,yes
3/2/20,Outer Limits,24448,19,10,Bocaccio,441.50,441.50,390.00,51.50,51.50,13.21,13.21,yes
3/2/20,Outer Limits,24449,152,8,Bocaccio,3787.00,525.80,403.00,3384.00,122.80,839.70,30.47,no
3/2/20,Outer Limits,24449,455,10,Bocaccio,462.70,478.10,403.00,59.70,75.10,14.81,18.64,yes
3/2/20,Outer Limits,24449,192,12,Bocaccio,468.60,471.80,403.00,65.60,68.80,16.28,17.07,yes
3/2/20,Outer Limits,24449,149,5,Bocaccio,376.80,462.40,403.00,-26.20,59.40,-6.50,14.74,no
3/2/20,Outer Limits,24449,458,6,Bocaccio,392.50,469.60,403.00,-10.50,66.60,-2.61,16.53,yes
3/2/20,Outer Limits,24449,329,11,Bocaccio,436.50,435.70,403.00,33.50,32.70,8.31,8.11,yes
3/2/20,Outer Limits,24449,147,1,Bocaccio,471.20,471.20,403.00,68.20,68.20,16.92,16.92,yes
3/2/20,Outer Limits,24449,379,7,Bocaccio,485.90,474.40,403.00,82.90,71.40,20.57,17.72,yes
3/2/20,Outer Limits,24449,387,2,Bocaccio,430.10,419.70,403.00,27.10,16.70,6.72,4.14,yes
3/2/20,Outer Limits,24450,158,12,Squarespot Rockfish,240.80,251.80,225.00,15.80,26.80,7.02,11.91,yes
3/2/20,Outer Limits,24450,222,2,Squarespot Rockfish,260.80,258.60,225.00,35.80,33.60,15.91,14.93,yes
3/2/20,Outer Limits,24450,431,1,Squarespot Rockfish,236.80,237.50,225.00,11.80,12.50,5.24,5.56,yes
3/2/20,Outer Limits,24450,153,6,Squarespot Rockfish,323.90,272.20,225.00,98.90,47.20,43.96,20.98,no
3/2/20,Outer Limits,24450,140,2,Squarespot Rockfish,256.60,256.60,225.00,31.60,31.60,14.04,14.04,yes
3/2/20,Outer Limits,24450,7,5,Squarespot Rockfish,244.60,245.20,225.00,19.60,20.20,8.71,8.98,yes
3/2/20,Outer Limits,24450,251,1,Squarespot Rockfish,248.30,258.70,225.00,23.30,33.70,10.36,14.98,yes
3/2/20,Outer Limits,24450,239,8,Squarespot Rockfish,2614.30,262.00,225.00,2389.30,37.00,1061.91,16.44,no
3/2/20,Outer Limits,24450,236,1,Squarespot Rockfish,239.90,239.90,225.00,14.90,14.90,6.62,6.62,yes
3/2/20,Outer Limits,24475,1,8,Rosy Rockfish,246.20,241.10,235.00,11.20,6.10,4.77,2.60,yes
3/2/20,Outer Limits,24475,324,12,Rosy Rockfish,254.80,258.20,235.00,19.80,23.20,8.43,9.87,yes
3/2/20,Outer Limits,24475,41,6,Rosy Rockfish,249.70,268.60,235.00,14.70,33.60,6.26,14.30,yes
3/2/20,Outer Limits,24475,270,8,Rosy Rockfish,249.90,248.90,235.00,14.90,13.90,6.34,5.91,yes
3/2/20,Outer Limits,24475,470,5,Rosy Rockfish,204.40,257.00,235.00,-30.60,22.00,-13.02,9.36,yes
3/2/20,Outer Limits,24475,428,8,Rosy Rockfish,300.70,273.70,235.00,65.70,38.70,27.96,16.47,no
3/2/20,Outer Limits,24475,86,2,Rosy Rockfish,291.00,272.90,235.00,56.00,37.90,23.83,16.13,yes
3/2/20,Outer Limits,24475,279,7,Rosy Rockfish,254.60,254.70,235.00,19.60,19.70,8.34,8.38,yes
3/2/20,Outer Limits,24475,201,2,Rosy Rockfish,260.20,268.80,235.00,25.20,33.80,10.72,14.38,yes
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,